"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Ezequiel Muñoz","E. Muñoz",1500000,"Centre-Back","Spanish first division","Leganés",20808,"right","Defender",476,392,12001.2265093983,31.52,41.28,3,0,0.016
"Ezequiel Ponce","E. Ponce",2500000,"Centre-Forward","French first division","Lille",284322,"right","Forward",232,188,4167.70772364988,65.48,35.36,20,5.956,4.046
"Ezequiel Schelotto","E. Schelotto",4500000,"Right-Back","English first division","Brighton & Hove Albion",20855,"right","Defender",463,354,10552.6339839647,54.33,57.61,7,0.391,1.064
"Fabian Delph","F. Delph",15000000,"Central Midfield","English first division","Manchester City",8464,"left","Midfielder",1732,1627,36604.0837285805,55.09,12.19,13,0.296,2.454
"Fabian Johnson","F. Johnson",4500000,"Left Winger","German first division","Borussia M'gladbach",15804,"right","Midfielder",110,71,2057.75084370356,59.05,23.23,4,1.325,1.709
"Fabian Lustenberger","F. Lustenberger",2500000,"Centre-Back","German first division","Hertha BSC",15103,"right","Defender",812,700,22183.8812434457,41.08,32.94,3,0.097,1.191
"Fabián Orellana","F. Orellana",2000000,"Right Winger","Spanish first division","Eibar",3843,"right","Midfielder",474,343,10662.1110966868,68.99,38.94,23,3.899,6.933
"Fabian Reese","F. Reese",NA,"Left Winger","German first division","Schalke 04",337775,"right","Forward",18,16,277.935479022755,66,40.37,2,0.614,0
"Fabinho","Fabinho",45000000,"Defensive Midfield","French first division","Monaco",207143,"right","Midfielder",1832,1640,46448.2042741931,49.86,32.66,21,2.192,8.06
"Fabio Borini","F. Borini",7000000,"Left Winger","Italian first division","Milan",20449,"right","Forward",733,583,18239.8475820997,60.15,36.62,36,4.283,1.398
"Fabio Ceravolo","F. Ceravolo",2000000,"Centre-Forward","Italian first division","Benevento",22686,"right","Forward",10,9,232.9307077338,59.54,31.96,2,0.101,0
"Fabio Depaoli","F. Depaoli",1800000,"Right-Back","Italian first division","Chievo",415809,"right","Midfielder",320,213,7753.3617249749,52.82,53.04,4,0.313,1.314
"Fabio Lucioni","F. Lucioni",NA,"Centre-Back","Italian first division","Benevento",22614,"right","Defender",265,207,8817.62825163365,32.42,32.25,6,0.114,0.032
"Fabio Pisacane","F. Pisacane",NA,"Centre-Back","Italian first division","Cagliari",22732,"right","Defender",986,823,26947.1382906475,38.37,27.04,3,0.023,0.105
"Fabio Quagliarella","F. Quagliarella",2000000,"Centre-Forward","Italian first division","Sampdoria",20479,"right","Forward",599,420,13424.2251377288,70.32,32.7,97,21.275,11.504
"Fabrizio Cacciatore","F. Cacciatore",1200000,"Right-Back","Italian first division","Chievo",21607,"right","Defender",1623,1259,42036.8601738678,51.16,52.82,20,1.619,4.802
"Facundo Píriz","F. Píriz",1500000,"Defensive Midfield","French first division","Montpellier",116345,"right","Midfielder",402,360,8834.60981831503,48.72,34.57,9,0.2,0.156
"Facundo Roncaglia","F. Roncaglia",3000000,"Centre-Back","Spanish first division","Celta de Vigo",86183,"right","Defender",1032,922,28452.9336817369,38.16,39.63,4,0.017,0.193
"Faitout Maouassa","F. Maouassa",4500000,"Left-Back","French first division","Rennes",366571,"left","Midfielder",243,182,5601.70397776226,69.68,24.74,13,0.903,3.31
"Fallou Diagne","F. Diagne",1500000,"Centre-Back","French first division","Metz",14990,"right","Defender",950,783,28537.4256002121,38.68,38.72,12,0.294,0.165
"Faouzi Ghoulam","F. Ghoulam",25000000,"Left-Back","Italian first division","Napoli",25849,"left","Defender",812,716,16214.214123579,58.79,8.03,8,1.291,2.657
"Farid Boulaya","F. Boulaya",NA,"Attacking Midfield","French first division","Metz",209014,"right","Midfielder",81,65,1959.85453770472,63.42,24.93,3,0.093,0.196
"Fede Cartabia","Fede Cartabia",2000000,"Right Winger","Spanish first division","Deportivo La Coruña",230897,"left","Midfielder",531,409,12189.7231101632,65.6,52.72,30,2.469,1.356
"Federico Bonazzoli","F. Bonazzoli",1500000,"Centre-Forward","Italian first division","Sampdoria",239298,"left","Forward",50,41,1300.57926335509,68.3,43.45,10,1.317,0
"Federico Ceccherini","F. Ceccherini",2800000,"Centre-Back","Italian first division","Crotone",21528,"right","Defender",1214,1019,32930.9233757191,36.28,35.06,15,0.055,0.338
"Federico Chiesa","F. Chiesa",45000000,"Left Winger","Italian first division","Fiorentina",447804,"right","Midfielder",966,731,21897.6105905637,66.75,37.98,104,12.821,11.952
"Federico Di Francesco","F. Di Francesco",3500000,"Left Winger","Italian first division","Bologna",259292,"right","Forward",424,333,9558.77127700032,61.6,29.59,35,2.841,2.797
"Federico Fazio","F. Fazio",13000000,"Centre-Back","Italian first division","Roma",3463,"right","Defender",1853,1635,49794.1547649976,40.01,31.07,15,0.245,0.285
"Federico Fernández","F. Fernández",8000000,"Centre-Back","English first division","Swansea City",21164,"right","Defender",1167,996,32179.7578769317,33.05,43.42,8,0.893,0.255
"Federico Mattiello","F. Mattiello",2500000,"Right-Back","Italian first division","SPAL",146590,"right","Defender",692,539,15166.7230297731,55.04,20.2,17,1.243,0.755
"Federico Peluso","F. Peluso",NA,"Left-Back","Italian first division","Sassuolo",20842,"left","Defender",901,666,25045.8248152658,42.43,13.93,10,0.099,1.149
"Federico Ricca","F. Ricca",1500000,"Centre-Back","Spanish first division","Málaga",278007,"left","Defender",435,309,10557.4888938527,48,8.84,4,0.116,1.216
"Federico Ricci","F. Ricci",2700000,"Right Winger","Italian first division","Genoa",250956,"left","Forward",400,281,9605.1653665882,66.29,43.6,26,3.515,1.969
"Federico Valverde","F. Valverde",6000000,"Central Midfield","Spanish first division","Deportivo La Coruña",364005,"right","Midfielder",553,449,13635.7139823197,54.47,30.56,18,1.315,1.553
"Federico Viviani","F. Viviani",3500000,"Defensive Midfield","Italian first division","SPAL",20448,"right","Midfielder",1476,1284,38845.8743282338,48.6,35.03,32,2.082,1.911
"Felipe","Felipe",NA,"Centre-Back","German first division","Hannover 96",20928,"left","Defender",1206,1008,30256.0120019956,38.16,16.79,14,0.309,0.346
"Felipe","Felipe",NA,"Centre-Back","German first division","Hannover 96",38082,"left","Defender",252,209,7192.16643019512,36.26,18.45,1,0.309,0.346
"Felipe Anderson","Felipe Anderson",30000000,"Right Winger","Italian first division","Lazio",40806,"right","Midfielder",609,464,14010.2707566769,69.27,34.31,25,5.11,6.539
"Felipe Avenatti","F. Avenatti",1200000,"Centre-Forward","Italian first division","Bologna",149848,"left","Forward",106,70,2244.80476065332,68.52,30.59,2,0.245,0.191
"Felipe Caicedo","F. Caicedo",2500000,"Centre-Forward","Italian first division","Lazio",101635,"left","Forward",159,132,2979.76113719685,67.89,34.99,15,7.424,1.713
"Felix Klaus","F. Klaus",4500000,"Right Winger","German first division","Hannover 96",15456,"right","Midfielder",611,465,12693.0087453047,60.8,37.63,46,6.478,1.142
"Felix Uduokhai","F. Uduokhai",8000000,"Centre-Back","German first division","Wolfsburg",337682,"right","Defender",859,753,21915.5977741581,36.33,25.93,4,0.021,0.059
"Ferland Mendy","F. Mendy",12000000,"Left-Back","French first division","Olympique Lyonnais",276979,"left","Defender",1302,1115,28891.6840632527,53.24,11.6,18,1.239,4.899
"Fernandinho","Fernandinho",15000000,"Defensive Midfield","English first division","Manchester City",105339,"right","Midfielder",2956,2713,66269.7815945608,52.23,34.49,51,2.937,5.686
"Fernando Llorente","Fernando Llorente",7000000,"Centre-Forward","English first division","Tottenham Hotspur",3424,"right","Forward",75,60,1149.22089855855,68.4,32.36,7,1.48,0.258
"Fernando Navarro","Fernando Navarro",NA,"Left-Back","Spanish first division","Deportivo La Coruña",3465,"left","Defender",429,354,10665.3373040158,43.12,11.62,0,0,0.619
"Fernando Torres","Fernando Torres",4000000,"Centre-Forward","Spanish first division","Atlético Madrid",7908,"right","Forward",206,141,3788.92650616766,63.77,28.3,29,7.804,0.771
"Filip Djuricic","F. Đuričić",1500000,"Attacking Midfield","Italian first division","Sampdoria",174,"right","Midfielder",369,301,7518.94349975498,62.37,26.98,13,1.324,3.704
"Filip Helander","F. Helander",2500000,"Centre-Back","Italian first division","Bologna",50805,"left","Defender",1166,990,30361.1895787054,36.53,17.91,2,0,0.017
"Filippo Costa","F. Costa",1000000,"Left-Back","Italian first division","SPAL",134420,"left","Defender",552,390,15195.3288037063,56.56,8.7,6,0.402,2.191
"Filippo Romagna","F. Romagna",7000000,"Centre-Back","Italian first division","Cagliari",283832,"right","Defender",810,654,21976.5491462173,39.23,51.6,3,0.079,0.199
"Fin Bartels","F. Bartels",2500000,"Right Winger","German first division","Werder Bremen",16027,"right","Midfielder",375,293,7666.62346475476,65.35,42.84,22,4.928,6.743
"Flavien Tait","F. Tait",5000000,"Central Midfield","French first division","Angers",209209,"right","Midfielder",891,677,19277.4403154738,61.43,30.96,55,7.467,7.051
"Florent Balmont","F. Balmont",NA,"Central Midfield","French first division","Dijon",25704,"right","Midfielder",489,420,10302.2246286499,52.07,41.97,5,0.546,3.042
"Florent Hadergjonaj","F. Hadergjonaj",5000000,"Right-Back","English first division","Huddersfield Town",282550,"right","Defender",696,475,18371.1192630633,53.96,56.74,8,0.158,2.261
"Florent Mollet","F. Mollet",1250000,"Attacking Midfield","French first division","Metz",30437,"right","Midfielder",637,549,14781.3823947746,61.19,32.76,34,5.083,1.1
"Florentin Pogba","F. Pogba",1500000,"Centre-Back","French first division","Saint-Étienne",26085,"left","Defender",129,101,3463.44787464595,32.85,18.47,0,0,0.317
"Florian Grillitsch","F. Grillitsch",10000000,"Defensive Midfield","German first division","Hoffenheim",135561,"right","Midfielder",986,843,24378.0603616203,50.69,34.59,18,2.026,3.301
"Florian Kainz","F. Kainz",4000000,"Left Winger","German first division","Werder Bremen",65055,"right","Midfielder",669,498,16187.6442487937,65.74,26.54,29,5.475,3.608
"Florian Kath","F. Kath",NA,"Left Winger","German first division","Freiburg",269490,"left","Midfielder",185,136,4128.58183589137,66.41,23.84,14,1.57,0.526
"Florian Lejeune","F. Lejeune",8000000,"Centre-Back","English first division","Newcastle United",3523,"right","Defender",1003,838,28375.3728222546,35.56,28.65,9,0.059,0.31
"Florian Niederlechner","F. Niederlechner",4500000,"Centre-Forward","German first division","Freiburg",15503,"right","Forward",113,91,2529.38402381625,61.49,38.26,21,3.806,0.654
"Florian Thauvin","F. Thauvin",50000000,"Right Winger","French first division","Olympique Marseille",25770,"left","Forward",1657,1280,36417.7330191526,63.78,50.75,112,23.805,20.351
"Fouad Chafik","F. Chafik",1500000,"Right-Back","French first division","Dijon",29748,"right","Defender",652,499,15145.2449141234,52.34,55.27,5,0.284,3.188
"Francesco Acerbi","F. Acerbi",10000000,"Centre-Back","Italian first division","Sassuolo",20635,"left","Defender",1514,1303,41989.4509560824,36.11,25.26,12,0.342,0.617
"Francesco Cassata","F. Cassata",3500000,"Central Midfield","Italian first division","Sassuolo",302798,"right","Midfielder",124,92,3145.48059781847,58.28,32.34,3,0.05,0.091
"Francesco Magnanelli","F. Magnanelli",NA,"Defensive Midfield","Italian first division","Sassuolo",22162,"right","Midfielder",1508,1258,39622.839269823,49.81,35.08,10,0.343,1.782
"Francesco Migliore","F. Migliore",NA,"Left-Back","Italian first division","Genoa",22559,"left","Defender",132,97,2982.86869537948,53.8,9.31,1,0,0.965
"Francesco Vicari","F. Vicari",2000000,"Centre-Back","Italian first division","SPAL",263432,"right","Defender",1140,977,32039.7222360478,34.16,36.37,8,0.072,0.041
"Francesco Zampano","F. Zampano",1800000,"Right-Back","Italian first division","Udinese",24024,"right","Defender",132,104,3142.99528863064,53.98,47.93,2,0.139,0.507
"Francis Coquelin","F. Coquelin",12000000,"Defensive Midfield","English first division","Arsenal",7864,"right","Midfielder",387,338,9093.71537139841,51.65,31.85,5,0.633,1.14
"Francisco Molinero","Molinero",NA,"Right-Back","Spanish first division","Getafe",3856,"right","Defender",203,153,4806.2069211594,50.15,38.67,3,0.093,0.271
"Francisco Portillo","Portillo",2000000,"Right Winger","Spanish first division","Getafe",3572,"right","Midfielder",979,758,19117.444462409,63.28,47.74,15,2.467,5.845
"Franck Evina","F. Evina",NA,"Left Winger","German first division","Bayern München",471947,"right","Forward",29,23,551.306989793648,63.33,18,3,0.11,0.388
"Franck Kessié","F. Kessié",30000000,"Central Midfield","Italian first division","Milan",285109,"right","Midfielder",1716,1460,37091.2181495048,60.33,47.76,66,7.571,4.952
"Franck Ribéry","F. Ribéry",4000000,"Left Winger","German first division","Bayern München",14726,"right","Midfielder",767,650,16748.4023056818,66.6,16.59,20,6.701,7.346
"Franck Tabanou","F. Tabanou",2000000,"Left-Back","French first division","Guingamp",25805,"left","Midfielder",458,352,11565.0342931985,48.38,9.42,2,0.145,1.579
"Franco Di Santo","F. Di Santo",2500000,"Centre-Forward","German first division","Schalke 04",8628,"right","Forward",425,305,9261.3662085668,66.02,36.71,25,3.732,2.892
"Franco Vázquez","F. Vázquez",7500000,"Attacking Midfield","Spanish first division","Sevilla",20823,"left","Midfielder",844,637,18379.7818338641,63.87,32.18,55,11.389,10.603
"Franco Zuculini","F. Zuculini",NA,"Central Midfield","Italian first division","Hellas Verona",3736,"right","Midfielder",160,139,3239.30988260282,53.53,48.41,4,0.34,0.286
"François Moubandje","F. Moubandje",2500000,"Left-Back","French first division","Toulouse",49919,"left","Defender",654,477,16401.4759722375,46.78,9.73,3,0.126,0.467
"Frederik Sörensen","F. Sørensen",4500000,"Centre-Back","German first division","Köln",20680,"right","Defender",853,692,24183.7686567465,41.64,48.04,13,0.961,1.977
"Gabi","Gabi",3000000,"Central Midfield","Spanish first division","Atlético Madrid",3441,"right","Midfielder",1609,1396,36516.6987007183,49.46,38.27,10,0.449,0.985
"Gabriel Jesus","Gabriel Jesus",80000000,"Centre-Forward","English first division","Manchester City",340386,"right","Forward",633,523,10423.7527322858,68.53,33.28,61,26.63,4.538
"Gabriel Mercado","G. Mercado",5000000,"Centre-Back","Spanish first division","Sevilla",86220,"right","Defender",1098,937,24586.0679405662,44.93,52.8,15,0.571,3.379
"Gabriel Peñalba","G. Peñalba",NA,"Central Midfield","Spanish first division","Las Palmas",29642,"right","Midfielder",343,301,7887.8315525706,45.75,32.74,5,0.155,0.038
"Gabriel Silva","Gabriel Silva",2500000,"Left-Back","French first division","Saint-Étienne",21550,"left","Defender",834,660,18505.2448097346,52.38,13.73,12,0.425,1.689
"Gabriele Angella","G. Angella",1000000,"Centre-Back","Italian first division","Udinese",22677,"right","Defender",468,408,12972.4619449454,35.56,44.74,4,0,0.129
"Gaël Kakuta","G. Kakuta",6000000,"Attacking Midfield","French first division","Amiens SC",26384,"left","Midfielder",1198,849,25579.5990309838,61.32,35.45,42,5.301,7.066
"Gaëtan Bong","G. Bong",1500000,"Left-Back","English first division","Brighton & Hove Albion",26495,"left","Defender",804,589,18529.4456417588,47.74,8.43,4,0.056,1.001
"Gaetano Letizia","G. Letizia",1500000,"Right-Back","Italian first division","Benevento",24838,"right","Defender",1065,829,28040.3215947935,51.62,27.83,21,1.218,1.628
"Gaku Shibasaki","G. Shibasaki",1800000,"Central Midfield","Spanish first division","Getafe",94828,"right","Midfielder",545,443,12946.7955864955,59.9,34.16,8,1.588,1.531
"Ganso","Ganso",2000000,"Attacking Midfield","Spanish first division","Sevilla",40800,"left","Midfielder",317,264,6370.83753282685,58.44,34.88,7,3.157,0.417
"Gareth Barry","G. Barry",1000000,"Defensive Midfield","English first division","West Bromwich Albion",8314,"left","Midfielder",876,701,22091.8547595969,51.72,31.25,13,0.455,2.468
"Gary Cahill","G. Cahill",15000000,"Centre-Back","English first division","Chelsea",7887,"right","Defender",1511,1371,38332.2078469738,37.33,26.32,12,0.158,0.101
"Gastón Ramírez","G. Ramírez",10000000,"Attacking Midfield","Italian first division","Sampdoria",20689,"left","Midfielder",942,750,19640.9567063175,64.78,36.61,37,5.812,9.246
"Gauthier Hein","G. Hein",NA,"Right Winger","French first division","Metz",330395,"left","Midfielder",42,37,938.024827482127,61.52,28.67,1,0.086,0.041
"Genki Haraguchi","G. Haraguchi",3500000,"Attacking Midfield","German first division","Hertha BSC",94650,"right","Midfielder",134,109,2312.58527123922,57.49,31.07,3,0,1.51
"Geoff Cameron","G. Cameron",2500000,"Centre-Back","English first division","Stoke City",58978,"right","Defender",480,371,12714.0809046412,44.54,37.43,3,0.117,0.195
"Geoffrey Kondogbia","G. Kondogbia",30000000,"Defensive Midfield","Spanish first division","Valencia",25623,"left","Midfielder",1506,1331,37581.995366732,49.71,31.23,26,1.672,4.235
