"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"894","Harry Winks",15000000,"Defensive Midfield","English first division","Tottenham Hotspur","H. Winks"
"895","Harvey Barnes",NA,"Left Winger","English first division","Leicester City","H. Barnes"
"896","Havard Nordtveit",4000000,"Centre-Back","German first division","Hoffenheim","H. Nordtveit"
"897","Héctor Bellerín",40000000,"Right-Back","English first division","Arsenal","Bellerín"
"898","Héctor Hernández",NA,"Left-Back","Spanish first division","Deportivo Alavés","Héctor"
"899","Héctor Moreno",4000000,"Centre-Back","Italian first division","Roma","H. Moreno"
"900","Henri Bedimo",NA,"Left-Back","French first division","Olympique Marseille","H. Bedimo"
"901","Henri Saivet",2000000,"Attacking Midfield","English first division","Newcastle United","H. Saivet"
"902","Henrikh Mkhitaryan",35000000,"Attacking Midfield","English first division","Manchester United","H. Mkhitaryan"
"903","Hernán Pérez",1200000,"Right Winger","Spanish first division","Espanyol","H. Pérez"
"904","Hernán Santana",NA,"Central Midfield","Spanish first division","Las Palmas","Hernán"
"905","Hernán Toledo",1000000,"Left Winger","Spanish first division","Las Palmas","H. Toledo"
"906","Hernani",4000000,"Central Midfield","French first division","Saint-Étienne","Hernani"
"907","Hervé Bazile",NA,"Left Winger","French first division","Caen","H. Bazile"
"908","Hervé Koffi",NA,"Goalkeeper","French first division","Lille","H. Koffi"
"909","Heung-min Son",50000000,"Left Winger","English first division","Tottenham Hotspur","Son Heung-Min"
"910","Heurelho Gomes",1000000,"Goalkeeper","English first division","Watford","Gomes"
"911","Hicham Mahou",NA,"Right Winger","French first division","Nice","H. Mahou"
"912","Hilton",NA,"Centre-Back","French first division","Montpellier","Hilton"
"913","Hiroki Sakai",6000000,"Right-Back","French first division","Olympique Marseille","H. Sakai"
"914","Holger Badstuber",5000000,"Centre-Back","German first division","Stuttgart","H. Badstuber"
"915","Houssem Aouar",35000000,"Central Midfield","French first division","Olympique Lyonnais","H. Aouar"
"916","Hugo Duro",NA,"Centre-Forward","Spanish first division","Getafe","Hugo Duro"
"917","Hugo Lloris",25000000,"Goalkeeper","English first division","Tottenham Hotspur","H. Lloris"
"918","Hugo Mallo",12000000,"Right-Back","Spanish first division","Celta de Vigo","Hugo Mallo"
"919","Hyun-jun Suk",3500000,"Centre-Forward","French first division","Troyes","Suk Hyun-Jun"
"920","Iago Aspas",25000000,"Centre-Forward","Spanish first division","Celta de Vigo","Iago Aspas"
"921","Iago Falque",13000000,"Right Winger","Italian first division","Torino","Iago Falqué"
"922","Iago Herrerín",3000000,"Goalkeeper","Spanish first division","Athletic Club","Iago Herrerín"
"923","Ibai Gómez",3500000,"Left Winger","Spanish first division","Deportivo Alavés","Ibai Gómez"
"924","Ibrahim Afellay",1500000,"Attacking Midfield","English first division","Stoke City","I. Afellay"
"925","Ibrahim Amadou",3500000,"Defensive Midfield","French first division","Lille","I. Amadou"
"926","Ibrahim Sangaré",5000000,"Defensive Midfield","French first division","Toulouse","I. Sangaré"
"927","Ibrahima Konaté",8000000,"Centre-Back","German first division","RB Leipzig","I. Konaté"
"928","Ibrahima Mbaye",3300000,"Right-Back","Italian first division","Bologna","I. M'baye"
"929","Ibrahima Niane",1500000,"Centre-Forward","French first division","Metz","I. Niane"
"930","Idriss Saadi",2000000,"Centre-Forward","French first division","Strasbourg","I. Saadi"
"931","Idrissa Gueye",20000000,"Central Midfield","English first division","Everton","I. Gueye"
"932","Ignacio Camacho",10000000,"Defensive Midfield","German first division","Wolfsburg","Camacho"
"933","Ignasi Miquel",1500000,"Centre-Back","Spanish first division","Málaga","Miquel"
"934","Ignatius Ganago",NA,"Centre-Forward","French first division","Nice","I. Ganago"
"935","Ignazio Abate",3000000,"Right-Back","Italian first division","Milan","I. Abate"
"936","Igor Lewczuk",1000000,"Centre-Back","French first division","Bordeaux","I. Lewczuk"
"937","Igor Zubeldia",5000000,"Centre-Back","Spanish first division","Real Sociedad","Zubeldía"
"938","Ihlas Bebou",8500000,"Centre-Forward","German first division","Hannover 96","I. Bebou"
"939","Ihsan Sacko",2000000,"Centre-Forward","French first division","Strasbourg","I. Sacko"
"940","Iker Muniain",10000000,"Attacking Midfield","Spanish first division","Athletic Club","Muniain"
"941","Ilkay Gündogan",40000000,"Central Midfield","English first division","Manchester City","İ. Gündoğan"
"942","Imad Faraj",NA,"Right Winger","French first division","Lille","I. Faraj"
"943","Imanol Agirretxe",1000000,"Centre-Forward","Spanish first division","Real Sociedad","Agirretxe"
"944","Imanol Sarriegi",NA,"Central Midfield","Spanish first division","Eibar","Imanol Sarriegi"
"945","Imoh Ezekiel",1000000,"Centre-Forward","Spanish first division","Las Palmas","I. Ezekiel"
"946","Iñaki Williams",30000000,"Centre-Forward","Spanish first division","Athletic Club","Iñaki Williams"
"947","Iñigo Córdoba",5000000,"Left Winger","Spanish first division","Athletic Club","Iñigo Córdoba"
"948","Iñigo Lekue",7500000,"Right-Back","Spanish first division","Athletic Club","Lekue"
"949","Iñigo Martínez",32000000,"Centre-Back","Spanish first division","Real Sociedad","Íñigo Martínez"
"950","Isaac Cofie",1000000,"Defensive Midfield","Italian first division","Genoa","I. Cofie"
"951","Isaac Hayden",7000000,"Defensive Midfield","English first division","Newcastle United","I. Hayden"
"952","Isaac Mbenza",3500000,"Right Winger","French first division","Montpellier","I. Mbenza"
"953","Isaac Success",2000000,"Centre-Forward","Spanish first division","Málaga","I. Success"
"954","Isco",75000000,"Attacking Midfield","Spanish first division","Real Madrid","Isco"
"955","Ishak Belfodil",5500000,"Centre-Forward","German first division","Werder Bremen","I. Belfodil"
"956","Islam Slimani",18000000,"Centre-Forward","English first division","Leicester City","I. Slimani"
"957","Ismael Diomande",1000000,"Defensive Midfield","French first division","Caen","I. Diomandé"
"958","Ismaël Traoré",1500000,"Centre-Back","French first division","Angers","I. Traoré"
"959","Ismaïla Sarr",14000000,"Right Winger","French first division","Rennes","I. Sarr"
"960","Issa Cissokho",NA,"Right-Back","French first division","Amiens SC","I. Cissokho"
"961","Issa Diop",22000000,"Centre-Back","French first division","Toulouse","I. Diop"
"962","Issiaga Sylla",3000000,"Left-Back","French first division","Toulouse","I. Sylla"
"963","Iuri Medeiros",5000000,"Right Winger","Italian first division","Genoa","Iuri Medeiros"
"964","Iván Alejo",2000000,"Right Winger","Spanish first division","Eibar","Iván Alejo"
"965","Iván Balliu",1000000,"Right-Back","French first division","Metz","Iván Balliu"
"966","Iván Cuéllar",NA,"Goalkeeper","Spanish first division","Leganés","Cuéllar"
"967","Iván López",NA,"Right-Back","Spanish first division","Levante","Iván López"
"968","Ivan Radovanovic",3500000,"Defensive Midfield","Italian first division","Chievo","I. Radovanović"
"969","Iván Ramis",NA,"Centre-Back","Spanish first division","Eibar","Ramis"
"970","Iván Rodríguez",NA,"Right-Back","Spanish first division","Málaga","Iván Rodríguez"
"971","Ivan Santini",5000000,"Centre-Forward","French first division","Caen","I. Santini"
"972","Iver Fossum",2500000,"Central Midfield","German first division","Hannover 96","I. Fossum"
"973","Ivi López",2000000,"Attacking Midfield","Spanish first division","Levante","Ivi"
"974","Izet Hajrovic",NA,"Right Winger","German first division","Werder Bremen","I. Hajrović"
"975","Izzy Brown",5000000,"Second Striker","English first division","Brighton & Hove Albion","I. Brown"
"976","Ja-cheol Koo",3500000,"Central Midfield","German first division","Augsburg","Ja-Cheol Koo"
"977","Jack Butland",22000000,"Goalkeeper","English first division","Stoke City","J. Butland"
"978","Jack Cork",15000000,"Defensive Midfield","English first division","Burnley","J. Cork"
"979","Jack Simpson",NA,"Centre-Back","English first division","AFC Bournemouth","J. Simpson"
"980","Jack Stephens",8000000,"Centre-Back","English first division","Southampton","J. Stephens"
"981","Jack Wilshere",20000000,"Central Midfield","English first division","Arsenal","J. Wilshere"
"982","Jacob Bruun Larsen",NA,"Left Winger","German first division","Borussia Dortmund","J. Bruun Larsen"
"983","Jacopo Sala",1500000,"Central Midfield","Italian first division","Sampdoria","J. Sala"
"984","Jadon Sancho",15000000,"Left Winger","German first division","Borussia Dortmund","J. Sancho"
"985","Jagos Vukovic",2000000,"Centre-Back","Italian first division","Hellas Verona","J. Vuković"
"986","Jaime Sierra",NA,"Central Midfield","Spanish first division","Leganés","Jaime Sierra"
"987","Jairo Riedewald",5000000,"Defensive Midfield","English first division","Crystal Palace","J. Riedewald"
"988","Jairo Samperio",1500000,"Right Winger","German first division","Mainz 05","Jairo Samperio"
"989","Jake Livermore",9000000,"Defensive Midfield","English first division","West Bromwich Albion","J. Livermore"
"990","Jakub Jankto",15000000,"Left Midfield","Italian first division","Udinese","J. Jankto"
"991","Jamaal Lascelles",15000000,"Centre-Back","English first division","Newcastle United","J. Lascelles"
"992","James Collins",1000000,"Centre-Back","English first division","West Ham United","J. Collins"
"993","James Léa Siliki",5000000,"Central Midfield","French first division","Rennes","J. Lea Siliki"
"994","James McArthur",6000000,"Central Midfield","English first division","Crystal Palace","J. McArthur"
"995","James McCarthy",8000000,"Central Midfield","English first division","Everton","J. McCarthy"
"996","James McClean",3000000,"Left Midfield","English first division","West Bromwich Albion","J. McClean"
"997","James Milner",15000000,"Central Midfield","English first division","Liverpool","J. Milner"
"998","James Morrison",4000000,"Central Midfield","English first division","West Bromwich Albion","J. Morrison"
"999","James Rodríguez",70000000,"Attacking Midfield","German first division","Bayern München","J. Rodríguez"
"1000","James Tarkowski",15000000,"Centre-Back","English first division","Burnley","J. Tarkowski"
"1001","James Tomkins",8000000,"Centre-Back","English first division","Crystal Palace","J. Tomkins"
"1002","James Ward-Prowse",18000000,"Central Midfield","English first division","Southampton","J. Ward-Prowse"
"1003","Jamie Murphy",1750000,"Left Winger","English first division","Brighton & Hove Albion","J. Murphy"
"1004","Jamie Vardy",20000000,"Centre-Forward","English first division","Leicester City","J. Vardy"
"1005","Jan Bednarek",5000000,"Centre-Back","English first division","Southampton","J. Bednarek"
"1006","Jan Moravek",NA,"Central Midfield","German first division","Augsburg","J. Morávek"
"1007","Jan Oblak",70000000,"Goalkeeper","Spanish first division","Atlético Madrid","J. Oblak"
"1008","Jan Repas",NA,"Central Midfield","French first division","Caen","J. Repas"
"1009","Jan Vertonghen",32000000,"Centre-Back","English first division","Tottenham Hotspur","J. Vertonghen"
"1010","Janik Haberer",5000000,"Central Midfield","German first division","Freiburg","J. Haberer"
"1011","Jannes Horn",3000000,"Left-Back","German first division","Köln","J. Horn"
"1012","Jannik Vestergaard",14000000,"Centre-Back","German first division","Borussia M'gladbach","J. Vestergaard"
"1013","Jasmin Kurtic",5000000,"Central Midfield","Italian first division","Atalanta","J. Kurtič"
"1014","Jason",1200000,"Right Winger","Spanish first division","Levante","Jason"
"1015","Jason Puncheon",5000000,"Central Midfield","English first division","Crystal Palace","J. Puncheon"
"1016","Jasper Cillessen",9000000,"Goalkeeper","Spanish first division","Barcelona","J. Cillessen"
"1017","Jaume Costa",9000000,"Left-Back","Spanish first division","Villarreal","Jaume Costa"
"1018","Jaume Doménech",2500000,"Goalkeeper","Spanish first division","Valencia","Jaume"
"1019","Javi Castellano",NA,"Central Midfield","Spanish first division","Las Palmas","Javi Castellano"
"1020","Javi Eraso",3000000,"Central Midfield","Spanish first division","Leganés","Eraso"
"1021","Javi Fuego",1000000,"Defensive Midfield","Spanish first division","Espanyol","Javi Fuego"
"1022","Javi García",4000000,"Defensive Midfield","Spanish first division","Real Betis","Javi García"
"1023","Javi López",1000000,"Right-Back","Spanish first division","Espanyol","Javi López"
"1024","Javi Martínez",40000000,"Defensive Midfield","German first division","Bayern München","Javi Martínez"
"1025","Javi Ontiveros",2500000,"Left Winger","Spanish first division","Málaga","Javi Ontiveros"
"1026","Javier Manquillo",5000000,"Right-Back","English first division","Newcastle United","Javi Manquillo"
"1027","Javier Mascherano",5000000,"Defensive Midfield","Spanish first division","Barcelona","J. Mascherano"
"1028","Javier Pastore",15000000,"Attacking Midfield","French first division","PSG","J. Pastore"
"1029","Jawad El Yamiq",NA,"Centre-Back","Italian first division","Genoa","J. El Yamiq"
"1030","Jay Fulton",NA,"Central Midfield","English first division","Swansea City","J. Fulton"
"1031","Jay Rodríguez",12000000,"Centre-Forward","English first division","West Bromwich Albion","J. Rodriguez"
"1032","Jean Michaël Seri",30000000,"Central Midfield","French first division","Nice","J. Seri"
"1033","Jean-Christophe Bouet",NA,"Goalkeeper","French first division","Amiens SC","J. Bouet"
"1034","Jean-Claude Billong",NA,"Centre-Back","Italian first division","Benevento","J. Billong"
"1035","Jean-Eudes Aholou",3000000,"Defensive Midfield","French first division","Strasbourg","J. Aholou"
"1036","Jean-Kévin Augustin",20000000,"Centre-Forward","German first division","RB Leipzig","J. Augustin"
"1037","Jean-Luc Dompé",NA,"Left Winger","French first division","Amiens SC","J. Dompé"
"1038","Jean-Philippe Gbamin",15000000,"Defensive Midfield","German first division","Mainz 05","J. Gbamin"
"1039","Jean-Victor Makengo",2500000,"Central Midfield","French first division","Nice","J. Makengo"
"1040","Jeff Hendrick",10000000,"Central Midfield","English first division","Burnley","J. Hendrick"
"1041","Jeff Reine-Adélaïde",3000000,"Attacking Midfield","French first division","Angers","J. Reine-Adelaide"
"1042","Jefferson Lerma",2000000,"Defensive Midfield","Spanish first division","Levante","J. Lerma"
"1043","Jefferson Montero",1500000,"Left Winger","Spanish first division","Getafe","J. Montero"
"1044","Jeffrey Bruma",6000000,"Centre-Back","German first division","Wolfsburg","J. Bruma"
